mls_listing_number,address,list_price,total_bedrooms,total_bathrooms,total_square_feet,property_type,architecture_style,neighborhood_name,school_district_name,elementary_school_name,middle_school_name,high_school_name,listing_description,views
SF269374,"133 Naples St #21C, San Francisco, CA",2250000,4,4.5,1200,Single Family,Ranch,Excelsior,San Francisco Unified School District,Junipero Serra Elementary,Aptos Middle School,John O'Connell High School,"Rare opportunity to own a meticulously restored Ranch in Excelsior. This 4-bed, 4.5-bath home (1,200 sq ft) balances period character with modern updates. The fully remodeled kitchen with custom cabinetry and quartz countertops leads to a private rear garden, ideal for entertaining. Upstairs, the luminous primary bedroom features period windows. Original fir floors throughout. Ev-ready garage and in-unit washer/dryer. Excelsior is celebrated for diverse, working-class neighborhood with authentic global cuisine — this home delivers it all.",None
SF383851,"3964 De Haro St, San Francisco, CA",1075000,6,7.0,4000,Multi Family,Mid-Century Modern,Potrero Hill,San Francisco Unified School District,Bryant Elementary,Hoover Middle School,Mission High School,"Investor special or perfect for multigenerational living — a fully updated Mid-Century Modern duplex in sought-after Potrero Hill. 6 bedrooms and 7.0 baths across 4,000 sq ft. Both units feature in-unit laundry, updated kitchens, and separate meters. Ev-ready garage, separate utilities, and a large shared yard. Trophy Potrero Hill address with strong cap rate potential. Enjoy breathtaking city views from the living areas and primary suite.",City View
SF253939,"2296 States St #18, San Francisco, CA",1175000,3,4.0,1100,Townhouse,Contemporary,Castro,San Francisco Unified School District,Sanchez Elementary,James Lick Middle School,Mission High School,"Exceptional end-unit Contemporary townhouse in the heart of Castro. 3 bedrooms, 4.0 baths, 1,100 sq ft. Designed for modern living with chef's kitchen with Carrara marble countertops and stainless appliances, open-plan great room, and a wrap-around deck. Generous primary suite with dual vanity bath and closet. 2-car garage, in-unit washer/dryer, smart home features throughout. Walk to Castro's acclaimed farmers market and green spaces.",None
SF861393,"2082 Laguna St #11B, San Francisco, CA",1175000,3,4.0,1250,Condo,Victorian,Hayes Valley,San Francisco Unified School District,John Muir Elementary,Everett Middle School,Mission High School,"Sophisticated 3BD/4.0BA victorian condo in the heart of Hayes Valley. This luminous 1,250 sq ft residence features chef's kitchen with Carrara marble countertops and stainless appliances, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers a spa-inspired bath with dual vanity. Washer/dryer hookups, 2-car garage, and a private rear garden round out this exceptional offering. Enjoy breathtaking garden views from the living areas and primary suite. Walk to Hayes Valley's best dining and boutiques.",Garden View
SF888550,"2009 24th St, San Francisco, CA",925000,1,2.0,1150,Condo,Modern,Noe Valley,San Francisco Unified School District,James Lick Elementary,Aptos Middle School,Wallenberg Traditional High School,"Welcome to unit #9D — a sun-soaked 1BD/2.0BA residence in one of Noe Valley's most desirable buildings. At 1,150 sq ft, this modern condo offers gourmet kitchen with waterfall island and wine refrigerator, custom built-ins, and polished concrete floors. Amenities include bike storage and package room. Dedicated laundry room, 1-car garage. Enjoy breathtaking park views from the living areas and primary suite.",Park View
SF876448,"3795 Lyon St, San Francisco, CA",1825000,2,3.0,1050,Condo,Art Deco,Pacific Heights,San Francisco Unified School District,Argonne Elementary,Marina Middle School,George Washington High School,"Modern living in the vibrant Pacific Heights neighborhood. This sleek 2BD/3.0BA art deco condo (1,050 sq ft) features designer kitchen with integrated appliances and pantry, Bosch appliances, and a private rear garden. Luminous throughout with skylights in the primary bath. Building features gym, rooftop, and storage. In-unit washer/dryer and 1-car parking included. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF362165,"3058 Gough St, San Francisco, CA",1250000,1,2.0,1000,Condo,Edwardian,Hayes Valley,San Francisco Unified School District,John Muir Elementary,James Lick Middle School,Galileo High School,"Modern living in the vibrant Hayes Valley neighborhood. This sleek 1BD/2.0BA edwardian condo (1,000 sq ft) features fully remodeled kitchen with custom cabinetry and quartz countertops, Bosch appliances, and a sunny deck. Bright and airy throughout with double-pane windows for sound insulation. Building features gym, rooftop, and storage. Washer/dryer hookups and deeded parking included. Enjoy breathtaking park views from the living areas and primary suite.",Park View
SF214532,"777 Bosworth St #30A, San Francisco, CA",1800000,2,3.0,2100,Single Family,Craftsman,Glen Park,San Francisco Unified School District,Sunnyside Elementary,James Lick Middle School,Mission High School,"Exceptional Craftsman 2BD/3.0BA in coveted Glen Park. Spanning 2,100 sq ft, this sun-drenched home features fully remodeled kitchen with custom cabinetry and quartz countertops, gleaming hardwood floors, and a wrap-around deck. The spacious primary suite offers an ensuite bath with soaking tub. Additional highlights: dedicated laundry room, EV-ready garage, formal dining room, and a cozy wood-burning fireplace. Situated on a quiet tree-lined block in Glen Park — tucked-away village with canyon trails and strong neighborhood identity.",None
SF319009,"1021 Kearny St, San Francisco, CA",2000000,3,4.0,3400,Single Family,Contemporary,North Beach,San Francisco Unified School District,Garfield Elementary,Francisco Middle School,City Arts & Tech High School,"Exceptional Contemporary 3BD/4.0BA in coveted North Beach. Spanning 3,400 sq ft, this sun-soaked home features updated kitchen with gas range and subway tile backsplash, gleaming hardwood floors, and a sunny deck. The spacious primary suite offers an ensuite bath with soaking tub. Additional highlights: washer/dryer hookups, tandem garage, formal dining room, and a statement fireplace in the living room. Situated on a premium block in North Beach — historic Italian neighborhood with celebrated cafés and steps to Washington Square Park. Enjoy breathtaking city views from the living areas and primary suite.",City View
SF707116,"423 Valencia St #12, San Francisco, CA",1100000,1,2.0,1450,Condo,High-Rise,Mission District,San Francisco Unified School District,Cesar Chavez Elementary,Everett Middle School,Mission High School,"Sophisticated 1BD/2.0BA high-rise condo in the heart of Mission District. This bright and airy 1,450 sq ft residence features designer kitchen with integrated appliances and pantry, open-concept living/dining, and floor-to-ceiling windows. The primary suite offers an ensuite bath with heated floors. Dedicated laundry room, 1-car parking, and a charming Juliet balcony round out this exceptional offering. Enjoy breathtaking park views from the living areas and primary suite. Walk to Mission District's best dining and boutiques.",Park View
SF428038,"133 Church St #12B, San Francisco, CA",1225000,3,4.0,950,Condo,Modern,Noe Valley,San Francisco Unified School District,Douglass Elementary,James Lick Middle School,Abraham Lincoln High School,"Welcome to unit #3B — a sun-drenched 3BD/4.0BA residence in one of Noe Valley's most desirable buildings. At 950 sq ft, this modern condo offers designer kitchen with integrated appliances and pantry, custom built-ins, and wide-plank white oak floors. Amenities include a rooftop lounge. Dedicated laundry room, tandem garage.",None
SF476949,"1742 Naples St, San Francisco, CA",525000,2,3.0,900,Condo,Victorian,Excelsior,San Francisco Unified School District,Excelsior Elementary,Aptos Middle School,Balboa High School,"Modern living in the vibrant Excelsior neighborhood. This sleek 2BD/3.0BA victorian condo (900 sq ft) features updated kitchen with gas range and subway tile backsplash, Bosch appliances, and a private rear garden. Sun-soaked throughout with double-pane windows for sound insulation. Building features secure entry, elevator, and bike room. Dedicated laundry room and deeded parking included. Enjoy breathtaking garden views from the living areas and primary suite.",Garden View
SF149131,"793 Sansome St, San Francisco, CA",1575000,2,2.0,900,Condo,Modern,Financial District,San Francisco Unified School District,Garfield Elementary,Marina Middle School,City Arts & Tech High School,"Welcome to unit #11B — a naturally lit 2BD/2.0BA residence in one of Financial District's most desirable buildings. At 900 sq ft, this modern condo offers designer kitchen with integrated appliances and pantry, custom built-ins, and polished concrete floors. Amenities include a rooftop lounge. In-unit laundry closet, 1-car parking. Enjoy breathtaking bay views from the living areas and primary suite.",Bay View
SF247082,"1258 Vallejo St #20A, San Francisco, CA",1100000,2,2.5,1450,Townhouse,Craftsman,North Beach,San Francisco Unified School District,Garfield Elementary,Marina Middle School,Galileo High School,"Stunning 2BD/2.5BA Craftsman townhouse in North Beach — the best of both worlds: the space of a home with the ease of condo living. Spanning 1,450 sq ft across three levels, this light-filled residence features fully remodeled kitchen with custom cabinetry and quartz countertops, a private rooftop deck, and 1-car parking. Open living/dining on the main level flows to a landscaped patio. The primary suite occupies its own floor with a spa bath, dual vanities, and walk-in closet. Dedicated laundry room on bedroom level. Enjoy breathtaking city views from the living areas and primary suite.",City View
SF498066,"1463 38th Ave #12B, San Francisco, CA",1550000,2,2.0,3200,Single Family,Ranch,Outer Richmond,San Francisco Unified School District,Sutro Elementary,Roosevelt Middle School,George Washington High School,"Exceptional Ranch 2BD/2.0BA in coveted Outer Richmond. Spanning 3,200 sq ft, this sun-drenched home features bright eat-in kitchen with breakfast nook and garden window, gleaming hardwood floors, and a wrap-around deck. The spacious primary suite offers a walk-in closet and spa-inspired bath. Additional highlights: in-unit laundry closet, EV-ready garage, formal dining room, and a gas fireplace for cool SF evenings. Situated on a sunny corner lot in Outer Richmond — quiet, foggy residential neighborhood near Ocean Beach.",None
